BldgDmgFnId,Occupancy,RepCostSource,RepCostDesc,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200,3400,3500,3800,4000,4200,5000,5800,6000,6500,7000,7200,8000,9000,10000,12000,15000,16000,18000,19000,20000,22000,22500,24000,25000,29000,30000,32000,35000,36000,40000,42000,45000,48000,50000,54000,55000,60000,65000,70000,80000,90000,95000,100000,110000,112000,125000,129000,140000,145000,150000,155000,170000,200000,250000,275000,300000,400000,600000
999,Null,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,IND,RSMeans-2017,Factory-1Story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86156965,,,7.514319663,,,,,6.969606636,,,5.782185285,,,5.464033919,,5.052820994,,4.877986265,,4.541301209,,4.277664861,,,,,,,,,,,,,,,,,,,,,
665,MFR1,RSMeans-2017,Apartment-1-3Story,,,,,,,,,,,,,,,,,,,,,,,,,,12.72075731,,,11.5166727,11.02655885,,,9.737012718,,,9.520333503,,9.364956843,8.623784939,,8.556615374,,8.35528276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,MFR2,RSMeans-2017,Apartment-1-3Story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.67188818,,12.37394103,,12.1267473,,11.90796652,11.74604898,,10.61383138,9.896598742,9.311091057,,9.129129203,,,,,,,,,,,,,,,
667,MH,RSMeans-2017,Residential-Economy-1Story,6.068549387,5.425096005,4.929566411,4.422927952,4.042379662,3.790640887,3.646088086,3.427432226,,3.125799898,,2.912473176,,2.669893881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,OFFICE-1,RSMeans-2017,Office-1Story,,,,,,,,14.51334874,,,,,11.51821022,,,,,,,8.735213697,,,,7.238827598,,,6.775737967,,6.091985856,5.591269236,,,,5.375717006,,,,5.046863713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,OFFICE-2,RSMeans-2017,Office-2-4Story,,,,,,,,,,,,,,,,,,,,18.21086558,,,,,,13.2298904,,,10.56787585,,8.434354352,,,7.347391827,,,,,,,,5.185456425,,,,,,4.619050227,,,,3.990065789,,3.701351105,,,,,,,,,,,,,,,,,,
678,SFR1,RSMeans-2017,Residential-Economy-1Story,10.55022709,9.420931925,8.515133587,7.694640992,7.024006454,6.575079214,6.343418505,5.963849428,,5.437600574,,5.027341909,,4.63957164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
